golfer_url_name,golfer_url,golfer_parent_url,phone_number,club_url,full_address,street_number,street_name,suburb,postal_code,state,country,latitude,longitude
rosnay-golf-club,https://golfer.com.au/directory/golf-courses/rosnay-golf-club/2/000850,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=97&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 9649 8429,http://rosnaygolfclub.com.au,"5 Weymouth Ave, Auburn NSW 2144, Australia",5,Weymouth Avenue,Auburn,2144,NSW,Australia,-33.8644835,151.0175705
rossdale-golf-club,https://golfer.com.au/directory/golf-courses/rossdale-golf-club/2/000934,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=97&show_no_listings_when_zero_near_me=true&state=Every+State,+61 3 9580 1008,http://www.rossdalegolf.com.au/cms/,"Sixth Ave, Aspendale VIC 3195, Australia",N/A,Sixth Avenue,Aspendale,3195,VIC,Australia,-38.0306915,145.1070128
rotorua-golf-club,https://golfer.com.au/directory/golf-courses/rotorua-golf-club/2/005885,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,07 348 4051,http://rotoruagolfclub.co.nz/,"399 Fenton Street, Whakarewarewa, Rotorua 3010, New Zealand",399,Fenton Street,Rotorua,3010,Bay of Plenty,New Zealand,-38.1611633,176.253079
rottnest-island,https://golfer.com.au/directory/golf-courses/rottnest-island/2/006767,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9292 5144,http://www.rottnestislandcountryclub.com.au/,"Rottnest Island WA 6161, Australia",N/A,N/A,Rottnest Island,6161,WA,Australia,-32.0039387,115.5151563
rowes-bay-golf-club,https://golfer.com.au/directory/golf-courses/rowes-bay-golf-club/2/001697,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.rowesbaygolfclub.com.au/cms/,"Emmerson St, Town Common QLD 4810, Australia",N/A,Emmerson Street,Town Common,4810,QLD,Australia,-19.2269464,146.7778192
roxburgh-golf-club,https://golfer.com.au/directory/golf-courses/roxburgh-golf-club/2/005886,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,03 4468366,https://www.facebook.com/RoxburghGolfClub/?ref=br_rs,"Scotland Street, Roxburgh 9500, New Zealand",N/A,Scotland Street,Roxburgh,9500,Otago,New Zealand,-45.5464615,169.3133109
roxby-downs-golf-club,https://golfer.com.au/directory/golf-courses/roxby-downs-golf-club/2/001300,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8671 0118,https://www.facebook.com/RoxbyDownsGC/,"Olympic Dam SA 5725, Australia",N/A,N/A,Olympic Dam,5725,SA,Australia,-30.4567915,136.8640458
royal-adelaide-golf-club,https://golfer.com.au/directory/golf-courses/royal-adelaide-golf-club/2/001301,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8356 5511,http://www.royaladelaidegolf.com.au/cms/,"Royal Adel Golf Club, 328 Tapleys Hill Rd, Seaton SA 5023, Australia",328,Tapleys Hill Road,Seaton,5023,SA,Australia,-34.8959942,138.5080488
royal-auckland-and-grange-golf-club,https://golfer.com.au/directory/golf-courses/royal-auckland-and-grange-golf-club/2/005888,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,(09) 259 8203,https://www.raggc.com/cms/,"Hospital Road, Ōtāhuhu, Auckland, New Zealand",N/A,Hospital Road,Auckland,N/A,Auckland,New Zealand,-36.9574456,174.8355853
royal-canberra-golf-club-westbourne-course,https://golfer.com.au/directory/golf-courses/royal-canberra-golf-club-westbourne-course/2/004363,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.royalcanberra.com.au/cms/,"Royal Canberra Golf Club, 71 Bentham St, Yarralumla ACT 2600, Australia",71,Bentham Street,Yarralumla,2600,ACT,Australia,-35.30590919999999,149.0917821
royal-fremantle-golf-club,https://golfer.com.au/directory/golf-courses/royal-fremantle-golf-club/2/001147,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9335 3866,http://www.royalfremantlegc.com.au/,"359 High St, Fremantle WA 6160, Australia",359,High Street,Fremantle,6160,WA,Australia,-32.05437370000001,115.7767494
royal-hobart-golf-club,https://golfer.com.au/directory/golf-courses/royal-hobart-golf-club/2/004036,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=98&show_no_listings_when_zero_near_me=true&state=Every+State,+61 3 6248 6161,https://www.rhgc.com.au/cms/about-us/welcome/,"Royal Hobart Golf Club, 20 Regal Ct, Seven Mile Beach TAS 7170, Australia",20,Regal Court,Seven Mile Beach,7170,TAS,Australia,-42.8539419,147.4987287
royal-melbourne-golf-club-east-course,https://golfer.com.au/directory/golf-courses/royal-melbourne-golf-club-east-course/2/000984,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.royal.melbourne/,"Cheltenham Rd, Black Rock VIC 3193, Australia",N/A,Cheltenham Road,Black Rock,3193,VIC,Australia,-37.9678325,145.0253219
royal-melbourne-golf-club-west-course,https://golfer.com.au/directory/golf-courses/royal-melbourne-golf-club-west-course/2/002044,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.royal.melbourne/,"Cheltenham Rd, Black Rock VIC 3193, Australia",N/A,Cheltenham Road,Black Rock,3193,VIC,Australia,-37.9678325,145.0253219
royal-park-golf-course,https://golfer.com.au/directory/golf-courses/royal-park-golf-course/2/000936,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,03 8060 6957,http://www.royalparkgolf.com.au,"The Avenue, Parkville VIC 3052, Australia",N/A,The Avenue,Parkville,3052,VIC,Australia,-37.7847189,144.9570292
royal-perth-golf-club,https://golfer.com.au/directory/golf-courses/royal-perth-golf-club/2/001148,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 6436 4900,https://www.rpgc.com.au/,"Labouchere Rd, South Perth WA 6151, Australia",N/A,Labouchere Road,South Perth,6151,WA,Australia,-31.9854457,115.8559937
royal-queensland-golf-club,https://golfer.com.au/directory/golf-courses/royal-queensland-golf-club/2/001698,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 3633 6500,https://www.rqgolf.com.au/,"431 Curtin Ave W, Eagle Farm QLD 4009, Australia",431,Curtin Avenue West,Eagle Farm,4009,QLD,Australia,-27.4387505,153.0912526
royal-sydney-golf-club,https://golfer.com.au/directory/golf-courses/royal-sydney-golf-club/2/000852,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Kent Rd, Rose Bay NSW 2029, Australia",N/A,Kent Road,Rose Bay,2029,NSW,Australia,-33.8741403,151.2655505
royal-wellington-golf-club,https://golfer.com.au/directory/golf-courses/royal-wellington-golf-club/2/005889,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,045286900,https://www.royalwellington.com/cms/,"Golf Road, Heretaunga, Upper Hutt 5018, New Zealand",N/A,Golf Road,Upper Hutt,5018,Wellington,New Zealand,-41.1417752,175.0221902
rum-corps-barracks-golf-club,https://golfer.com.au/directory/golf-courses/rum-corps-barracks-golf-club/2/000853,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4577 6600,https://www.rumcorpsgolfcourse.com.au/,"61 Richmond Rd, Windsor NSW 2756, Australia",61,Richmond Road,Windsor,2756,NSW,Australia,-33.6090983,150.8210903
russell-vale-public-golf-course,https://golfer.com.au/directory/golf-courses/russell-vale-public-golf-course/2/000854,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4285 1286,https://www.russellvalegolfclub.com.au/,"Princes Hwy & Hicks St, Russell Vale NSW 2517, Australia",N/A,N/A,Russell Vale,2517,NSW,Australia,-34.3569085,150.9003801
russley-golf-club,https://golfer.com.au/directory/golf-courses/russley-golf-club/2/005890,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=99&show_no_listings_when_zero_near_me=true&state=Every+State,03 358-4748,http://www.russleygolfclub.co.nz/,"428 Memorial Avenue, Burnside, Christchurch 8053, New Zealand",428,Memorial Avenue,Christchurch,8053,Canterbury,New Zealand,-43.49538709999999,172.5558183
rutherglen-golf-club,https://golfer.com.au/directory/golf-courses/rutherglen-golf-club/2/000939,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.rutherglengolfclub.com.au/,"190 Murray St, Rutherglen VIC 3685, Australia",190,Murray Street,Rutherglen,3685,VIC,Australia,-36.0531975,146.4525354
ryde-parramatta-golf-club,https://golfer.com.au/directory/golf-courses/ryde-parramatta-golf-club/2/000855,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,02 98744031,https://www.rydeparramatta.com.au/,"1156 Victoria Rd, West Ryde NSW 2114, Australia",1156,Victoria Road,West Ryde,2114,NSW,Australia,-33.8073912,151.0730589
sale-golf-club,https://golfer.com.au/directory/golf-courses/sale-golf-club/2/000941,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5149 7230,https://www.salegolfclub.com.au/,"Longford VIC 3851, Australia",N/A,N/A,Longford,3851,VIC,Australia,-38.1706475,147.0878177
sanctuary-cove-golf-cc-the-pines,https://golfer.com.au/directory/golf-courses/sanctuary-cove-golf-cc-the-pines/2/001701,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 5699 9000,https://www.sanctuarycovegolf.com.au/cms/,"Gleneagles Dr, Hope Island QLD 4212, Australia",N/A,Gleneagles Drive,Hope Island,4212,QLD,Australia,-27.8588216,153.3609766
sanctuary-cove-golf-club-the-palms,https://golfer.com.au/directory/golf-courses/sanctuary-cove-golf-club-the-palms/2/001700,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,07 5699 9000,https://www.facebook.com/sanctuarycovegolf,"Sanctuary Cove Bvd, Hope Island QLD 4212, Australia",N/A,Sanctuary Cove Boulevard,Hope Island,4212,QLD,Australia,-27.8594774,153.3530502
sanctuary-lakes-golf-club,https://golfer.com.au/directory/golf-courses/sanctuary-lakes-golf-club/2/000942,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,03 9395 2888,http://www.sanctuarylakesclub.com.au,"72 Greg Norman Dr, Point Cook VIC 3030, Australia",72,Greg Norman Drive,Point Cook,3030,VIC,Australia,-37.8962801,144.761632
sandgate-golf-club,https://golfer.com.au/directory/golf-courses/sandgate-golf-club/2/001702,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 3269 3252,https://www.sandgategc.com.au/,"Allpass Parade, Shorncliffe QLD 4017, Australia",N/A,Allpass Parade,Shorncliffe,4017,QLD,Australia,-27.3296071,153.0851513
sandhurst-club-champions-course,https://golfer.com.au/directory/golf-courses/sandhurst-club-champions-course/2/000943,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 8787 7011,https://www.sandhurst.com/,"75 Sandhurst Blvd, Sandhurst VIC 3977, Australia",75,Sandhurst Boulevard,Sandhurst,3977,VIC,Australia,-38.0787623,145.2108572
sandhurst-club-north-course,https://golfer.com.au/directory/golf-courses/sandhurst-club-north-course/2/002059,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=100&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.sandhurst.com/,"75 Sandhurst Blvd, Sandhurst VIC 3977, Australia",75,Sandhurst Boulevard,Sandhurst,3977,VIC,Australia,-38.0787623,145.2108572
sandy-creek-golf-club,https://golfer.com.au/directory/golf-courses/sandy-creek-golf-club/2/001220,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8524 4231,https://www.sandycreekgolf.com.au/cms/,"Williamstown Rd, Rosedale SA 5350, Australia",N/A,Williamstown Road,Rosedale,5350,SA,Australia,-34.6126381,138.8336755
sandy-golf-links,https://golfer.com.au/directory/golf-courses/sandy-golf-links/2/000944,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,0477-774-633,http://www.sandy.golf/,"Cheltenham Rd, Cheltenham East VIC 3192, Australia",N/A,Cheltenham Road,Cheltenham East,3192,VIC,Australia,-37.9688255,145.0339383
sarina-golf-club,https://golfer.com.au/directory/golf-courses/sarina-golf-club/2/001704,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,07 4956 1761,http://sarina.au-golf.net/,"72 Golf Course Rd, Sarina QLD 4737, Australia",72,Golf Course Road,Sarina,4737,QLD,Australia,-21.4362341,149.2337888
sawtell-golf-club,https://golfer.com.au/directory/golf-courses/sawtell-golf-club/2/000856,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6653 1006,http://www.sawtellgolfclub.com.au,"Bayldon Rd, Sawtell NSW 2452, Australia",N/A,Bayldon Road,Sawtell,2452,NSW,Australia,-30.3709348,153.0954345
scargill-golf-club,https://golfer.com.au/directory/golf-courses/scargill-golf-club/2/005891,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,02-7369-1941,https://www.facebook.com/Scargill-Golf-Club-1008109362607571/,"Scargill Valley Road, Canterbury 7483, New Zealand",N/A,Scargill Valley Road,N/A,7483,Canterbury,New Zealand,-42.9421184,172.8906598
scone-golf-club,https://golfer.com.au/directory/golf-courses/scone-golf-club/2/000857,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,02 65451814,http://www.sconegolfclub.com.au,"Scone NSW 2337, Australia",N/A,N/A,Scone,2337,NSW,Australia,-32.0532455,150.8640594
scottsdale-golf-club,https://golfer.com.au/directory/golf-courses/scottsdale-golf-club/2/004073,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"89 George St, Scottsdale TAS 7260, Australia",89,George Street,Scottsdale,7260,TAS,Australia,-41.1526961,147.5110944
sea-view-golf-club,https://golfer.com.au/directory/golf-courses/sea-view-golf-club/2/001151,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9384 0471,http://www.seaviewgolfclub.com.au/,"Jarrad St, Cottesloe WA 6011, Australia",N/A,Jarrad Street,Cottesloe,6011,WA,Australia,-31.9989445,115.7575269
seabrook-golf-club,https://golfer.com.au/directory/golf-courses/seabrook-golf-club/2/004035,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 6442 2173,https://www.seabrookgolfclub.com.au/,"161 Old Bass Hwy, Wynyard TAS 7325, Australia",161,Old Bass Highway,Wynyard,7325,TAS,Australia,-41.0043146,145.7691308
secret-harbour-golf-links,https://golfer.com.au/directory/golf-courses/secret-harbour-golf-links/2/001152,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=101&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9524 7133,http://secretsgolf.com.au/,"Secret Harbour Blvd, Secret Harbour WA 6173, Australia",N/A,Secret Harbour Boulevard,Secret Harbour,6173,WA,Australia,-32.40294,115.7494813
sefton-golf-club,https://golfer.com.au/directory/golf-courses/sefton-golf-club/2/000858,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 9743 9436,N/A,"158 Rose St, Sefton NSW 2199, Australia",158,Rose Street,Sefton,2199,NSW,Australia,-33.898002,151.011319
serpentine-districts-golf-club,https://golfer.com.au/directory/golf-courses/serpentine-districts-golf-club/2/001153,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9525 2265,http://www.serpentinegolfclub.org,"1412 Karnup Rd, Serpentine WA 6125, Australia",1412,Karnup Road,Serpentine,6125,WA,Australia,-32.364058,115.9686719
settlers-run-golf-country-club,https://golfer.com.au/directory/golf-courses/settlers-run-golf-country-club/2/000947,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,+61 3 9785 6072,https://www.settlersrungcc.com.au/,"1 Settlers Run, Botanic Ridge VIC 3977, Australia",1,Settlers Run,Botanic Ridge,3977,VIC,Australia,-38.1317698,145.2526383
seymour-golf-club,https://golfer.com.au/directory/golf-courses/seymour-golf-club/2/000948,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.seymourgolfclub.com.au/,"114A Station St, Seymour VIC 3660, Australia",114A,Station Street,Seymour,3660,VIC,Australia,-37.0250936,145.1348205
shandon-golf-club,https://golfer.com.au/directory/golf-courses/shandon-golf-club/2/005892,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,04 939 6305,https://shandongolf.co.nz/,"467 Jackson Street, Petone, Lower Hutt 5012, New Zealand",467,Jackson Street,Lower Hutt,5012,Wellington,New Zealand,-41.2268803,174.8945709
sheffield-golf-club,https://golfer.com.au/directory/golf-courses/sheffield-golf-club/2/004070,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.sheffieldgolfclub.net.au/,"Sheffield Golf Course, 214 Nook Rd, Sheffield TAS 7306, Australia",214,Nook Road,Sheffield,7306,TAS,Australia,-41.3582269,146.349829
shelly-beach-golf-club,https://golfer.com.au/directory/golf-courses/shelly-beach-golf-club/2/000859,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4332 3400,https://www.shellybeachgolfclub.com.au/,"Shelly Beach Rd, Shelly Beach NSW 2261, Australia",N/A,Shelly Beach Road,Shelly Beach,2261,NSW,Australia,-33.3699117,151.4819119
shepparton-golf-club,https://golfer.com.au/directory/golf-courses/shepparton-golf-club/2/000950,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.sheppartongolf.net.au/,"Golf Dr, Shepparton VIC 3630, Australia",N/A,Golf Drive,Shepparton,3630,VIC,Australia,-36.3516862,145.3657713
sheraton-mirage-country-club,https://golfer.com.au/directory/golf-courses/sheraton-mirage-country-club/2/001705,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,07 4099 5537,http://www.miragecountryclub.com.au/,"Port Douglas Rd, Deeral QLD 4871, Australia",N/A,Port Douglas Road,Deeral,4871,QLD,Australia,-16.5120357,145.4637614
sherwood-park-golf-club,https://golfer.com.au/directory/golf-courses/sherwood-park-golf-club/2/005896,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=102&show_no_listings_when_zero_near_me=true&state=Every+State,(09) 434 6900,http://www.sherwoodparkgolf.co.nz/,"Millington Road, Maunu, Whangārei 0179, New Zealand",N/A,Millington Road,Whangārei,0179,Northland,New Zealand,-35.7337823,174.2426226
shoalhaven-heads-golf-club,https://golfer.com.au/directory/golf-courses/shoalhaven-heads-golf-club/2/000860,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 44488683,https://www.theheadsgolf.com.au/,"Staples St, Shoalhaven Heads NSW 2535, Australia",N/A,Staples Street,Shoalhaven Heads,2535,NSW,Australia,-34.8490847,150.7479475
shortees,https://golfer.com.au/directory/golf-courses/shortees/2/001334,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,0400 40 GOLF,https://shorteesgolf.com/pages/golf,"1C Myoora Rd, Terrey Hills NSW 2084, Australia",1C,Myoora Road,Terrey Hills,2084,NSW,Australia,-33.6996131,151.2096433
shortland-waters-golf-club,https://golfer.com.au/directory/golf-courses/shortland-waters-golf-club/2/000861,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 4955 8169,https://www.shortlandwaters.com.au/,"Vale St, Shortland NSW 2307, Australia",N/A,Vale Street,Shortland,2307,NSW,Australia,-32.8891724,151.6954855
singleton-golf-club,https://golfer.com.au/directory/golf-courses/singleton-golf-club/2/000862,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,02 65724875,http://www.singletongolfclub.com/,"Boundary St, Singleton NSW 2330, Australia",N/A,Boundary Street,Singleton,2330,NSW,Australia,-32.5640147,151.1805559
smithton-country-club,https://golfer.com.au/directory/golf-courses/smithton-country-club/2/004034,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,03 6452 2499,http://www.smithtoncountryclub.com.au/index.html,"17 Mella Rd, Smithton TAS 7330, Australia",17,Mella Road,Smithton,7330,TAS,Australia,-40.8389892,145.102951
snake-valley-golf-club,https://golfer.com.au/directory/golf-courses/snake-valley-golf-club/2/000953,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Chepstowe VIC 3351, Australia",N/A,N/A,Chepstowe,3351,VIC,Australia,-37.5883172,143.5017139
sorrento-golf-club,https://golfer.com.au/directory/golf-courses/sorrento-golf-club/2/000954,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.sorrentogolf.com.au/,"Langford Rd, Sorrento VIC 3943, Australia",N/A,Langford Road,Sorrento,3943,VIC,Australia,-38.3289574,144.7365401
south-head-golf-club,https://golfer.com.au/directory/golf-courses/south-head-golf-club/2/005898,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,09 420 2838,https://www.southheadgolf.co.nz/,"1640 South Head Road, South Head 0874, New Zealand",1640,South Head Road,South Head,0874,Auckland,New Zealand,-36.560186,174.317846
south-lakes-golf-club,https://golfer.com.au/directory/golf-courses/south-lakes-golf-club/2/001304,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8555 2299,http://www.southlakesgolf.com.au/,"Billabong Rd, Goolwa South SA 5214, Australia",N/A,Billabong Road,Goolwa South,5214,SA,Australia,-35.516607,138.7789672
south-pines-golf-club,https://golfer.com.au/directory/golf-courses/south-pines-golf-club/2/000955,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=103&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.golfeastgippsland.com.au/clubs/south-pines-golf-club,"480 Lindenow-Glenaladale Rd, Lindenow South VIC 3875, Australia",480,Lindenow-Glenaladale Road,Lindenow South,3875,VIC,Australia,-37.837974,147.432292
south-west-rocks-country-club,https://golfer.com.au/directory/golf-courses/south-west-rocks-country-club/2/000864,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=104&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6566 6252,https://www.rockscountryclub.com.au/sports/golf/,"2 Sportmans Way, South West Rocks NSW 2431, Australia",2,Sportmans Way,South West Rocks,2431,NSW,Australia,-30.8976902,153.0456652
southern-golf-club,https://golfer.com.au/directory/golf-courses/southern-golf-club/2/000956,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=104&show_no_listings_when_zero_near_me=true&state=Every+State,03-9798-3111,https://www.southerngolfclub.com.au/,"Lower Dandenong Rd, Springvale South VIC 3172, Australia",N/A,Lower Dandenong Road,Springvale South,3172,VIC,Australia,-37.9887138,145.1264786
southport-golf-club,https://golfer.com.au/directory/golf-courses/southport-golf-club/2/001706,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=104&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.southportgolfclub.com.au/cms/,"Slatyer Ave, Bundall QLD 4217, Australia",N/A,Slatyer Avenue,Bundall,4217,QLD,Australia,-27.9974862,153.4048819
spalding-park-golf-club,https://golfer.com.au/directory/golf-courses/spalding-park-golf-club/2/001155,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=104&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 9923 1363,http://www.spgc.com.au/,"Green St, Geraldton WA 6530, Australia",N/A,Green Street,Geraldton,6530,WA,Australia,-28.7336762,114.6347056
spring-valley-golf-club,https://golfer.com.au/directory/golf-courses/spring-valley-golf-club/2/000958,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=104&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 9562 3811,http://www.springvalleygolf.com.au/cms/,"Heatherton Rd, Springvale South VIC 3172, Australia",N/A,Heatherton Road,Springvale South,3172,VIC,Australia,-37.9606415,145.1377843
springfield-golf-club,https://golfer.com.au/directory/golf-courses/springfield-golf-club/2/005899,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=104&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 348 2748,https://www.springfieldgolf.co.nz/,"150 Devon Street West, Hillcrest, Rotorua 3015, New Zealand",150,Devon Street West,Rotorua,3015,Bay of Plenty,New Zealand,-38.1538035,176.2351012
